습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
98,5,14.6,1.0,67,9,66,70.42253521126759,9
98,4,15.0,1.5,28,6,46,124.99999999999999,8
98,1,15.6,1.4,25,7,23,181.8181818181818,5
98,1,15.6,2.1,11,0,16,370.3703703703703,4
98,0,15.8,2.0,19,0,5,416.66666666666663,5
98,0,16.0,0.3,14,0,5,526.3157894736842,3
98,1,16.2,0.6,17,0,10,370.3703703703704,4
98,0,15.4,1.9,28,1,7,277.7777777777779,6
98,0,14.6,1.0,48,1,25,135.13513513513513,14
98,0,14.2,1.0,106,7,43,64.10256410256412,41
98,0,13.8,0.8,248,37,83,27.173913043478265,69
98,0,13.6,1.5,293,78,97,21.367521367521366,109
98,0,13.3,0.2,290,85,116,20.366598778004075,98
98,0,12.8,0.1,189,61,168,23.923444976076556,54
98,0,12.7,2.4,174,31,173,26.455026455026456,58
98,0,12.9,0.3,248,50,219,19.342359767891683,68
98,0,12.7,0.7,440,84,340,11.574074074074076,111
98,0,12.7,0.5,521,130,373,9.765625,134
98,0,12.9,0.3,467,112,405,10.162601626016261,122
98,0,12.9,0.6,351,76,387,12.285012285012286,103
98,0,13.1,0.4,237,72,370,14.727540500736376,55
98,0,13.7,1.1,178,53,292,19.120458891013385,40
98,0,14.4,1.1,103,25,173,33.22259136212625,22
98,0,15.0,0.9,67,17,86,58.82352941176471,11
98,0,14.9,2.2,43,7,39,112.35955056179776,10
96,0,16.1,0.6,41,2,42,117.64705882352942,12
95,0,16.4,1.1,21,1,22,227.27272727272725,6
92,0,17.4,1.5,18,1,12,322.5806451612903,6
91,0,17.5,2.5,15,0,3,555.5555555555555,3
89,0,18.2,2.0,19,0,3,454.5454545454546,3
90,0,17.2,1.8,27,1,8,277.77777777777777,3
92,0,16.5,0.9,38,0,8,217.39130434782606,11
95,0,15.6,1.3,56,2,17,133.33333333333331,17
97,0,14.4,1.6,133,3,49,54.05405405405406,61
98,0,13.2,0.7,257,49,76,26.17801047120419,101
98,0,13.5,1.1,279,76,117,21.186440677966097,114
98,0,13.6,0.9,248,85,142,21.05263157894737,86
98,0,12.2,0.4,218,83,135,22.93577981651376,84
98,0,11.9,0.4,191,41,150,26.178010471204193,65
98,0,11.7,0.4,214,47,205,21.45922746781116,63
98,0,11.4,0.3,379,84,319,12.78772378516624,103
98,0,11.4,0.1,450,110,406,10.351966873706004,128
98,0,10.8,0.2,401,132,339,11.46788990825688,120
98,0,11.0,0.2,297,87,317,14.265335235378032,91
98,0,13.3,0.4,208,55,295,17.92114695340502,66
94,0,15.2,1.0,127,48,200,26.666666666666664,36
81,0,17.3,0.9,98,19,96,46.94835680751174,28
73,0,18.4,1.1,48,9,60,85.47008547008546,9
47,0,19.3,2.8,22,6,30,172.41379310344828,4
44,0,21.1,2.4,20,0,28,208.33333333333337,6
36,0,21.5,2.9,22,0,17,256.4102564102564,8
40,0,21.6,2.8,6,0,13,526.3157894736842,1
34,0,20.6,2.7,14,0,7,476.19047619047615,5
36,0,19.6,2.3,15,1,7,434.7826086956522,7
36,0,19.1,1.6,13,1,10,416.6666666666667,2
37,0,18.2,0.9,27,0,6,303.03030303030306,10
41,0,17.5,0.7,44,2,18,156.25,11
44,0,16.3,0.8,85,6,31,81.9672131147541,27
51,0,16.2,1.8,244,36,76,28.089887640449437,79
57,0,14.6,1.3,247,59,114,23.80952380952381,78
83,0,11.9,0.6,165,51,80,33.78378378378378,44
98,1,10.2,0.3,135,36,90,38.31417624521073,38
98,1,10.0,0.7,99,22,90,47.39336492890996,37
98,0,9.0,0.5,109,23,102,42.73504273504274,25
98,0,9.3,0.2,171,39,124,29.94011976047904,56
98,0,8.8,1.0,314,75,230,16.15508885298869,107
98,0,8.8,0.5,390,89,274,13.280212483399733,113
98,0,9.2,0.6,275,61,253,16.977928692699493,83
98,0,12.2,2.2,203,40,197,22.727272727272727,59
93,0,13.4,1.5,129,30,148,32.57328990228013,37
77,0,15.6,1.5,96,12,105,46.948356807511736,15
77,0,15.2,3.0,58,9,63,76.92307692307693,5
81,0,15.0,1.2,16,4,31,196.07843137254898,3
84,0,14.9,1.4,21,2,22,222.2222222222222,4
85,0,15.4,1.4,17,0,14,322.5806451612903,3
78,0,17.6,1.6,16,0,8,416.6666666666666,4
63,0,18.7,2.0,11,1,3,666.6666666666665,2
64,0,17.7,2.2,13,0,6,526.3157894736842,3
67,0,17.3,2.6,14,0,3,588.2352941176471,2
57,0,17.8,3.3,31,0,7,263.1578947368421,5
53,0,16.0,3.9,51,2,9,161.29032258064518,9
58,0,14.7,2.7,85,2,29,86.20689655172413,38
65,0,12.9,1.4,241,55,74,27.027027027027025,81
73,0,12.1,0.6,255,70,84,24.44987775061125,78
78,0,11.0,0.2,162,45,99,32.6797385620915,61
81,0,10.9,0.1,148,42,100,34.48275862068965,51
92,0,8.9,0.9,115,32,96,41.15226337448559,24
97,0,8.3,0.3,97,34,111,41.32231404958678,26
98,0,7.4,0.4,173,49,142,27.472527472527474,58
98,0,7.2,1.3,360,61,286,14.144271570014144,97
98,0,7.0,0.3,406,91,312,12.360939431396787,119
98,0,8.1,0.4,274,70,279,16.051364365971107,84
91,0,10.5,0.5,184,39,227,22.22222222222222,52
79,0,14.1,0.4,130,30,188,28.735632183908045,28
50,0,17.0,2.2,85,21,119,44.44444444444444,22
46,0,19.0,2.1,42,4,62,92.59259259259258,9
39,0,20.1,3.6,26,1,15,238.09523809523807,4
35,0,21.1,3.1,19,3,21,232.55813953488368,2
32,0,21.7,2.6,17,0,18,285.71428571428567,4
30,0,22.5,1.9,14,1,5,500.0,4
28,0,20.7,3.6,15,0,5,500.0,1
27,0,20.3,3.1,18,0,8,384.61538461538464,4
29,0,19.3,1.1,15,1,4,500.0,4
42,0,16.1,0.7,40,3,17,166.66666666666666,14
41,0,14.9,0.5,71,5,36,89.28571428571429,23
50,0,13.6,0.7,240,68,60,27.17391304347826,70
49,0,13.0,0.1,276,69,116,21.691973969631235,91
59,0,11.4,0.8,191,70,91,28.40909090909091,60
58,0,11.4,0.5,130,38,87,39.2156862745098,47
61,0,11.0,0.9,126,24,80,43.47826086956522,37
60,0,11.0,0.5,134,34,105,36.63003663003663,39
62,0,11.0,0.9,211,43,152,24.63054187192118,63
64,0,10.7,0.3,336,81,287,14.204545454545455,85
69,0,10.0,1.0,399,93,353,11.834319526627219,108
68,0,10.8,0.5,318,64,282,15.06024096385542,88
67,0,12.1,0.9,200,54,240,20.242914979757085,55
52,0,15.5,1.3,115,35,185,29.850746268656714,28
44,0,18.2,0.6,79,7,153,41.84100418410041,15
38,0,19.4,1.3,42,9,53,96.15384615384616,9
35,0,21.0,1.2,21,4,24,204.0816326530612,4
31,0,23.0,1.1,16,3,19,263.1578947368421,2
30,0,23.9,1.0,16,1,18,285.71428571428567,4
24,0,24.6,2.0,13,0,7,500.0,5
24,0,24.0,2.2,14,0,4,555.5555555555557,3
26,0,23.6,2.2,9,0,4,769.2307692307693,1
42,0,21.2,0.4,14,1,6,476.19047619047615,6
35,0,21.7,0.6,15,1,9,400.0,8
43,0,19.5,0.2,27,3,22,192.3076923076923,10
52,0,18.1,0.8,44,5,43,108.69565217391306,19
56,0,17.6,0.5,235,52,80,27.247956403269757,58
58,0,16.9,1.5,274,91,110,21.052631578947366,76
55,0,17.5,1.1,183,63,105,28.490028490028493,50
58,0,16.7,1.2,131,37,102,37.03703703703704,38
55,0,17.2,1.4,100,23,96,45.662100456621005,26
52,0,17.7,1.8,116,35,120,36.90036900369003,30
55,0,17.3,0.8,189,47,159,25.31645569620253,51
61,0,17.2,1.7,378,103,299,12.820512820512821,100
91,0,14.4,1.3,363,96,343,12.468827930174562,96
98,0,13.9,0.2,265,68,308,15.600624024961,71
98,0,14.2,0.2,179,53,264,20.161290322580644,35
98,1,14.4,0.4,146,27,181,28.248587570621467,39
98,1,14.3,0.1,78,28,149,39.21568627450981,17
98,2,13.8,0.9,49,7,72,78.125,5
98,1,14.0,1.3,32,4,34,142.85714285714286,5
98,0,15.1,1.4,21,1,22,227.27272727272725,6
98,0,15.2,2.0,21,1,10,312.5,5
98,0,14.8,1.6,12,1,5,555.5555555555555,0
98,1,14.5,1.5,17,1,5,434.78260869565213,6
98,0,14.7,1.0,17,1,9,370.3703703703703,6
98,0,14.8,1.3,28,1,11,250.0,5
98,0,14.8,1.1,51,1,22,135.1351351351351,13
98,0,14.7,1.3,97,5,47,67.11409395973153,39
98,0,14.7,1.1,313,63,95,21.231422505307854,103
98,0,14.7,1.3,341,95,137,17.45200698080279,114
98,0,14.7,0.7,196,63,101,27.777777777777775,63
98,0,14.8,1.2,158,49,111,31.446540880503143,51
98,0,14.8,0.3,151,25,119,33.89830508474576,46
98,0,14.8,0.2,159,36,175,27.027027027027025,39
98,0,14.7,0.4,318,77,233,15.923566878980893,82
98,0,14.7,0.8,507,114,406,9.73709834469328,148
98,0,14.7,0.6,544,134,497,8.51063829787234,162
98,0,14.9,0.2,382,98,475,10.471204188481675,119
98,0,15.0,0.8,238,61,400,14.30615164520744,67
98,0,15.2,0.7,190,43,326,17.88908765652952,42
98,0,15.5,1.0,92,31,179,33.11258278145695,20
98,0,16.2,1.0,65,11,54,76.92307692307693,17
98,0,16.7,0.3,37,8,33,128.2051282051282,9
98,0,17.2,0.5,18,2,31,196.078431372549,2
98,0,18.2,0.9,28,0,20,208.33333333333337,10
95,0,19.9,0.9,10,1,11,454.5454545454545,2
91,0,20.0,1.3,7,1,8,625.0,1
93,0,19.8,1.0,12,0,6,555.5555555555555,3
94,0,19.3,1.7,16,0,4,500.0,8
98,0,18.1,0.3,60,3,30,107.52688172043011,18
98,0,17.5,0.7,98,3,71,58.13953488372093,45
98,0,17.4,1.0,251,48,82,26.246719160104988,88
98,0,16.8,1.0,270,76,123,21.32196162046908,99
98,0,16.9,1.5,244,65,135,22.52252252252252,92
98,0,16.7,0.8,201,61,126,25.77319587628866,63
98,0,16.1,0.6,186,48,159,25.445292620865143,58
98,0,16.2,0.9,203,34,173,24.390243902439025,48
98,0,15.7,0.3,324,90,278,14.45086705202312,91
98,0,15.9,0.8,485,125,400,9.900990099009901,146
98,0,15.1,1.0,453,120,374,10.559662090813095,123
98,0,15.1,0.4,354,96,378,12.077294685990339,109
98,0,16.2,1.7,255,72,350,14.771048744460856,55
95,0,17.9,1.8,164,45,254,21.59827213822894,37
92,0,18.3,1.7,119,27,211,28.011204481792717,22
88,0,19.2,1.0,75,10,74,62.893081761006286,12
84,0,19.9,1.5,40,8,41,112.35955056179776,10
82,0,20.7,2.2,30,1,26,175.43859649122805,4
86,0,20.5,1.4,20,2,18,250.0,7
78,0,22.2,1.8,16,1,12,344.8275862068965,2
76,0,23.7,1.1,13,0,8,476.1904761904762,7
72,0,24.1,1.1,21,1,3,400.0,5
77,0,23.8,0.9,19,1,3,434.78260869565213,5
87,0,21.5,2.2,39,1,1,243.90243902439028,7
97,0,19.5,0.3,73,1,25,101.01010101010101,24
97,0,19.1,1.7,119,7,54,55.55555555555556,48
98,0,18.2,0.5,228,55,100,26.109660574412533,89
98,0,17.9,0.6,280,106,127,19.49317738791423,100
98,0,17.2,0.6,226,94,135,21.978021978021978,81
98,0,17.3,0.3,217,80,166,21.598272138228943,84
98,0,16.8,0.0,204,56,158,23.923444976076553,70
98,0,17.3,0.0,201,45,205,22.172949002217297,57
98,0,16.7,0.1,326,108,274,14.124293785310735,97
98,0,16.5,0.7,443,134,389,10.351966873706004,142
98,0,16.4,0.2,458,119,399,10.245901639344265,148
98,0,16.9,1.0,280,97,346,13.831258644536653,84
98,1,16.9,0.7,180,55,283,19.305019305019304,56
98,1,18.1,1.0,119,37,195,28.490028490028493,30
98,0,19.3,1.3,92,16,133,41.49377593360996,25
98,2,12.3,0.5,70,4,67,70.92198581560282,11
98,2,12.3,1.2,36,7,27,142.85714285714286,4
96,0,14.8,1.3,23,1,19,232.5581395348837,4
75,0,14.9,3.9,26,2,13,243.90243902439022,5
74,0,14.1,3.7,22,3,10,285.7142857142857,3
67,0,15.3,2.3,15,0,4,526.3157894736843,2
62,0,15.8,2.4,20,0,5,400.0,2
59,0,15.3,3.3,13,0,4,588.2352941176471,2
64,0,13.5,1.6,34,0,7,243.9024390243902,6
67,0,12.6,1.7,42,2,24,147.05882352941177,7
68,0,11.7,2.3,94,8,29,76.33587786259542,44
70,0,10.9,1.5,300,64,86,22.22222222222222,107
79,0,9.7,0.9,283,66,99,22.321428571428573,101
73,0,10.1,1.1,153,65,88,32.6797385620915,51
79,0,9.7,0.7,119,39,83,41.49377593360996,41
80,0,9.3,0.5,110,30,94,42.73504273504274,37
94,0,8.4,0.1,126,36,114,36.231884057971016,43
96,0,8.3,0.0,202,54,157,24.213075060532688,62
89,0,8.9,0.5,366,81,300,13.386880856760374,103
92,0,9.0,0.5,386,93,329,12.376237623762375,125
89,0,9.6,0.3,261,57,274,16.89189189189189,82
82,0,10.4,0.7,185,53,266,19.841269841269842,53
79,0,11.7,0.5,133,45,183,27.700831024930746,28
77,0,12.6,0.9,83,19,119,45.24886877828054,15
73,0,14.2,1.2,54,5,62,82.64462809917356,16
62,0,15.0,1.8,46,8,26,124.99999999999999,8
61,0,15.2,1.3,23,1,27,196.07843137254906,0
61,0,16.3,1.9,35,0,7,238.0952380952381,7
57,0,16.9,1.5,10,1,7,555.5555555555557,1
54,0,18.3,1.6,15,1,5,476.1904761904762,1
61,0,16.9,1.9,29,0,1,333.3333333333333,6
66,0,15.6,1.3,50,5,19,135.1351351351351,9
79,0,13.8,0.7,95,5,34,74.6268656716418,37
90,0,12.3,1.0,237,52,92,26.246719160104988,83
97,0,11.3,0.8,236,73,102,24.330900243309003,64
98,0,10.6,0.5,177,49,88,31.847133757961785,54
98,0,9.9,0.8,106,23,105,42.73504273504274,30
98,0,9.2,0.5,102,24,86,47.16981132075472,24
98,0,8.8,0.4,90,36,108,42.73504273504274,21
98,0,8.5,0.8,208,54,173,22.988505747126435,50
98,0,8.2,0.8,381,111,276,13.020833333333332,114
98,0,7.8,0.3,446,117,349,10.964912280701753,100
98,0,8.7,0.1,305,62,278,15.503875968992249,70
94,0,11.8,0.4,186,50,257,20.28397565922921,41
68,0,14.6,1.7,139,30,183,28.409090909090907,40
57,0,17.0,1.4,92,15,129,42.37288135593221,19
52,0,17.9,1.7,61,9,73,69.93006993006992,8
52,0,18.6,1.1,28,3,25,178.57142857142858,3
51,0,19.4,1.7,22,1,27,200.0,1
51,0,20.7,1.5,17,4,13,294.11764705882354,3
47,0,21.9,1.6,20,0,9,344.8275862068965,4
48,0,22.4,1.4,17,0,4,476.1904761904762,2
50,0,21.9,0.6,28,0,5,303.030303030303,5
59,0,20.3,0.2,35,0,8,232.55813953488368,9
63,0,19.2,0.5,43,1,19,158.73015873015873,11
68,0,17.9,0.6,69,6,36,90.09009009009009,28
75,0,16.9,0.3,236,61,88,25.974025974025974,72
82,0,15.9,0.3,249,60,102,24.330900243309003,91
91,0,14.9,0.2,189,58,87,29.94011976047904,56
92,0,15.1,0.5,134,46,80,38.46153846153846,47
93,0,15.3,0.5,99,29,86,46.728971962616825,27
96,0,14.6,1.1,131,23,103,38.91050583657588,42
98,0,14.4,0.3,220,56,154,23.25581395348837,62
98,0,13.6,0.7,355,92,287,13.623978201634877,116
98,0,13.2,0.6,409,100,342,11.750881316098706,109
98,0,13.5,0.7,314,89,305,14.124293785310735,75
95,0,14.8,1.1,193,46,226,21.505376344086024,51
86,0,16.4,2.1,128,28,189,28.985507246376812,31
83,0,17.7,1.6,66,17,132,46.511627906976756,16
81,0,18.1,1.2,48,7,58,88.49557522123894,5
78,0,19.2,1.5,29,4,21,185.18518518518522,2
77,0,19.9,1.0,33,0,20,188.67924528301887,4
74,0,21.0,1.4,23,2,7,312.5,5
74,0,20.8,0.9,12,0,6,555.5555555555555,3
74,0,21.5,1.2,15,0,4,526.3157894736843,2
77,0,21.0,0.8,21,0,6,370.3703703703704,5
84,0,19.8,1.0,31,0,7,263.1578947368421,2
97,0,18.1,1.0,37,2,14,188.67924528301887,5
98,0,17.0,0.3,76,8,20,96.15384615384615,24
98,0,16.3,0.0,226,49,55,30.303030303030305,76
98,0,15.6,0.7,280,90,108,20.92050209205021,104
98,0,15.3,0.6,160,60,87,32.57328990228014,62
98,0,15.4,0.6,142,48,91,35.587188612099645,42
98,0,15.8,0.1,132,20,91,41.1522633744856,32
98,0,15.7,0.1,139,26,106,36.90036900369004,36
98,0,16.2,0.1,231,58,172,21.691973969631235,69
98,0,15.9,0.3,436,107,342,11.299435028248588,115
98,0,15.7,0.1,474,113,472,9.442870632672332,130
98,0,15.6,0.8,360,96,391,11.80637544273908,106
98,0,16.9,0.0,242,72,317,15.847860538827259,64
93,0,18.3,0.7,174,52,282,19.68503937007874,34
83,0,19.7,0.9,111,32,182,30.76923076923077,15
69,0,20.9,2.0,54,6,76,73.52941176470588,11
61,0,22.8,1.3,33,2,37,138.88888888888886,6
56,0,23.3,1.6,25,3,20,208.33333333333334,4
50,0,23.9,1.6,22,6,9,270.27027027027026,4
50,0,24.2,2.5,11,2,3,625.0,1
57,0,23.7,1.7,16,0,5,476.1904761904762,6
60,0,22.2,2.3,14,0,9,434.78260869565224,4
71,0,20.7,1.1,26,2,5,303.03030303030295,10
77,0,19.6,0.9,71,6,31,92.5925925925926,21
82,0,18.9,1.5,111,2,49,61.728395061728406,44
83,0,18.6,0.8,218,54,103,26.66666666666667,58
92,0,18.2,0.3,308,96,120,19.083969465648856,106
89,0,18.2,0.5,239,71,140,22.22222222222222,84
96,0,17.6,0.4,197,65,120,26.17801047120419,78
98,0,16.5,0.9,167,50,127,29.069767441860463,59
98,2,16.6,0.9,184,42,182,24.509803921568626,48
98,1,16.8,1.0,305,91,251,15.45595054095827,92
98,1,17.0,1.1,441,135,413,10.111223458038424,133
98,0,17.6,2.6,426,124,432,10.183299389002038,105
98,8,17.0,3.0,317,106,439,11.600928074245942,79
98,8,16.6,2.2,270,79,359,14.124293785310734,71
98,0,15.9,1.2,168,48,275,20.366598778004075,50
98,0,16.1,1.8,113,24,184,31.152647975077876,24
98,0,16.5,1.2,73,14,79,60.24096385542168,5
98,0,16.3,2.4,46,7,55,92.59259259259261,4
92,0,18.1,1.7,29,5,26,166.66666666666666,2
83,0,19.7,2.0,28,0,18,217.39130434782612,4
82,0,20.8,1.8,28,0,12,250.0,3
76,0,21.9,2.2,14,0,5,526.3157894736842,1
83,0,20.3,1.9,26,0,3,344.8275862068965,2
80,0,20.3,1.7,25,1,3,344.82758620689646,4
84,0,19.3,2.1,34,1,4,256.4102564102564,2
87,0,18.1,1.9,66,4,24,106.38297872340425,17
93,0,16.4,1.2,121,4,51,56.81818181818182,46
98,0,15.5,0.2,240,69,98,24.57002457002457,83
98,0,14.5,1.1,263,114,124,19.96007984031936,101
98,0,13.6,0.7,259,109,135,19.880715705765407,86
98,0,13.5,0.7,244,71,143,21.83406113537118,84
98,0,13.9,0.8,203,56,177,22.93577981651376,60
98,0,14.0,0.3,215,47,251,19.49317738791423,80
98,0,13.8,0.6,356,76,320,13.297872340425531,97
98,0,13.7,0.7,523,127,403,9.49667616334283,168
98,0,13.6,1.2,433,110,439,10.183299389002038,125
98,0,14.0,0.7,344,86,335,13.071895424836603,105
98,0,14.4,0.6,209,44,317,17.54385964912281,50
98,0,14.9,0.9,147,32,196,26.666666666666664,31
92,0,16.5,0.8,91,12,142,40.816326530612244,18
85,0,17.6,0.8,46,10,59,86.95652173913044,10
83,0,19.0,0.4,26,2,30,172.41379310344828,4
79,0,19.7,1.0,31,1,17,204.0816326530612,8
79,0,20.6,1.9,19,3,10,312.5,6
77,0,21.2,1.1,17,1,6,416.6666666666667,6
72,0,22.2,2.0,10,1,3,714.2857142857143,0
80,0,20.6,2.4,14,0,7,476.19047619047615,3
83,0,20.5,2.3,15,0,1,625.0,4
86,0,19.3,2.2,29,0,5,294.11764705882354,8
86,0,18.4,1.1,33,4,22,169.4915254237288,10
91,0,17.1,1.3,69,5,40,87.71929824561404,38
97,0,16.1,1.5,253,56,71,26.31578947368421,100
98,0,15.0,0.5,261,66,86,24.21307506053269,79
98,0,14.1,0.7,178,36,94,32.467532467532465,60
98,0,13.7,1.0,105,37,86,43.859649122807014,32
98,0,13.2,0.9,106,32,88,44.24778761061947,31
98,0,12.9,0.8,117,27,87,43.29004329004329,34
98,0,13.2,0.2,207,54,155,24.03846153846154,75
98,0,13.2,0.5,377,73,246,14.367816091954023,118
98,0,12.9,0.3,361,95,289,13.422818791946309,124
98,0,13.3,0.5,276,53,293,16.077170418006432,83
98,0,13.8,0.4,194,54,214,21.645021645021643,52
98,0,14.5,0.0,115,30,164,32.362459546925564,27
98,0,16.5,1.0,81,23,116,45.454545454545446,21
84,0,18.8,1.4,49,4,47,100.0,10
77,0,20.9,1.8,30,1,20,196.078431372549,6
72,0,21.1,1.4,25,0,16,243.90243902439025,5
65,0,21.7,0.5,16,0,18,294.11764705882354,3
53,0,22.3,1.3,13,1,7,476.19047619047615,2
88,0,18.3,2.2,19,0,6,400.0,2
98,0,16.8,1.5,29,0,2,322.58064516129036,5
98,0,16.2,1.2,22,0,5,370.3703703703704,7
98,0,15.6,0.7,28,4,9,243.90243902439025,9
98,0,14.9,0.5,87,5,24,86.20689655172414,26
98,0,14.6,0.8,253,54,85,25.510204081632658,101
98,0,13.4,0.3,272,71,101,22.52252252252252,95
98,0,12.6,0.3,178,56,111,28.98550724637681,57
98,0,11.7,0.3,120,34,80,42.73504273504273,49
98,0,11.6,0.0,115,22,99,42.3728813559322,33
98,0,10.9,0.3,176,28,128,30.120481927710845,45
98,0,10.6,0.1,278,48,208,18.726591760299627,90
98,0,10.6,0.0,428,84,295,12.391573729863694,138
98,0,9.9,0.5,389,112,350,11.750881316098706,120
98,0,10.3,0.2,269,66,292,15.948963317384369,91
98,0,11.6,0.9,186,38,254,20.920502092050214,55
98,0,14.1,0.7,116,25,166,32.57328990228013,34
84,0,16.3,0.8,82,20,141,41.1522633744856,12
76,0,17.4,1.2,62,13,57,75.75757575757575,5
66,0,20.3,1.1,31,1,23,181.8181818181818,5
59,0,21.6,1.5,19,0,16,285.7142857142857,2
48,0,22.6,1.5,20,1,7,357.1428571428571,1
44,0,23.2,2.6,14,0,5,526.3157894736842,2
44,0,23.7,2.2,23,0,4,370.3703703703704,5
50,0,23.1,2.3,23,0,3,384.6153846153846,2
55,0,21.7,2.1,17,0,4,476.1904761904762,4
61,0,19.9,1.9,55,3,20,128.2051282051282,16
72,0,17.5,0.9,88,5,34,78.74015748031498,34
65,0,17.5,1.0,184,47,74,32.78688524590164,57
93,0,15.5,0.5,260,58,97,24.096385542168676,93
97,0,13.7,0.5,141,47,68,39.0625,45
95,0,13.0,1.3,114,26,54,51.546391752577335,43
98,0,12.5,0.4,108,30,78,46.29629629629629,33
98,0,11.7,1.2,129,27,109,37.735849056603776,36
98,0,12.2,1.2,189,53,171,24.213075060532688,48
98,0,12.4,0.1,340,100,256,14.367816091954023,87
98,0,12.0,0.5,383,93,345,12.18026796589525,96
98,0,13.0,1.2,258,55,250,17.761989342806395,61
97,0,14.6,0.8,200,51,207,21.83406113537118,46
88,0,16.6,0.9,121,22,150,34.129692832764505,18
81,0,17.8,0.3,85,17,105,48.309178743961354,20
71,0,19.4,1.4,48,4,50,98.0392156862745,6
59,0,21.1,1.4,39,2,21,161.29032258064515,6
51,0,21.4,1.9,14,1,13,357.14285714285717,2
49,0,21.4,0.8,11,1,9,476.19047619047626,3
46,0,22.9,2.2,24,0,7,322.58064516129036,3
59,0,21.5,2.5,20,1,4,400.0,2
62,0,21.6,1.7,23,1,3,370.3703703703704,4
62,0,21.3,2.9,24,0,2,384.61538461538464,1
63,0,20.8,2.1,34,1,9,227.27272727272725,3
65,0,20.0,1.2,44,3,14,163.93442622950818,8
71,0,18.7,0.4,87,4,32,81.30081300813009,38
86,0,17.0,0.5,221,57,85,27.548209366391184,57
94,0,15.8,0.1,242,60,100,24.87562189054726,100
96,0,15.0,0.2,172,42,82,33.78378378378378,59
98,0,13.9,0.5,144,35,87,37.59398496240601,47
98,0,13.4,0.5,106,25,88,45.662100456621005,36
98,0,12.7,1.0,101,21,118,41.66666666666667,31
98,0,12.3,0.2,216,42,174,23.14814814814815,71
98,0,11.8,0.1,397,80,271,13.36898395721925,128
98,0,11.5,1.0,389,113,339,11.890606420927469,125
98,0,12.3,0.9,308,61,320,14.513788098693759,82
98,0,15.3,0.3,178,35,222,22.988505747126435,44
88,0,17.4,0.3,117,31,170,31.446540880503147,23
78,0,19.8,0.7,93,8,146,40.48582995951417,12
71,0,21.5,1.5,41,15,61,85.47008547008548,7
57,0,23.0,1.5,30,3,28,163.93442622950818,3
50,0,24.6,1.5,32,1,18,196.078431372549,7
50,0,25.4,1.1,20,0,9,344.8275862068965,0
44,0,25.8,1.2,17,1,5,434.78260869565213,3
40,0,26.2,1.2,14,0,2,625.0,1
36,0,27.3,1.4,21,1,6,357.1428571428571,6
38,0,25.7,1.3,26,0,13,256.41025641025635,6
63,0,23.6,1.7,43,4,16,158.73015873015873,18
69,0,20.9,0.8,73,2,26,99.00990099009903,24
83,0,19.3,0.3,229,57,77,27.548209366391184,95
90,0,18.1,0.2,266,72,92,23.255813953488374,81
94,0,17.2,0.6,165,51,87,33.003300330033,68
98,0,16.4,0.3,130,43,90,38.02281368821293,33
98,0,15.9,0.1,107,37,85,43.66812227074236,26
98,0,15.1,0.1,136,30,110,36.231884057971016,31
98,0,14.6,0.2,213,57,166,22.935779816513758,73
98,0,14.0,0.1,452,94,295,11.890606420927467,120
98,0,13.9,0.2,449,115,414,10.224948875255624,118
98,0,14.5,0.7,397,99,424,10.869565217391305,96
98,0,17.2,0.9,260,83,325,14.970059880239521,58
80,0,20.5,1.1,170,63,257,20.408163265306122,33
68,0,23.3,1.4,114,48,197,27.855153203342624,18
58,0,24.5,2.0,68,13,71,65.78947368421052,8
49,0,27.0,1.9,32,6,33,140.8450704225352,11
39,0,27.0,1.9,27,3,23,188.67924528301887,5
37,0,28.1,1.3,20,1,13,294.11764705882354,5
40,0,28.0,1.5,24,0,6,333.33333333333326,5
31,0,28.4,1.8,21,1,6,357.1428571428571,7
37,0,27.9,1.0,21,1,5,370.37037037037044,2
55,0,26.2,1.5,33,0,3,277.7777777777777,6
57,0,24.5,2.2,66,2,28,104.16666666666667,22
61,0,22.6,0.8,112,7,44,61.34969325153375,35
66,0,21.7,1.0,251,56,85,25.51020408163265,83
72,0,20.3,0.7,287,83,123,20.28397565922921,112
81,0,19.7,1.0,270,77,118,21.505376344086024,102
92,0,17.0,0.5,235,66,113,24.154589371980677,94
93,0,16.9,0.0,183,31,114,30.487804878048777,64
97,0,16.0,0.4,192,53,187,23.148148148148145,55
98,0,15.6,0.4,341,83,228,15.337423312883434,93
98,0,15.4,0.3,448,131,391,10.309278350515463,132
98,0,15.0,1.0,441,135,378,10.482180293501049,139
98,0,15.6,0.6,403,90,330,12.15066828675577,116
92,0,17.9,0.5,240,68,288,16.778523489932887,50
81,0,19.9,0.4,180,54,241,21.05263157894737,26
62,0,22.8,1.2,125,32,155,32.05128205128206,20
63,0,23.1,1.3,71,11,77,62.893081761006286,9
58,0,24.9,0.8,45,6,35,116.27906976744185,7
52,0,25.5,2.4,31,3,31,153.84615384615387,5
48,0,26.1,2.5,31,2,15,208.33333333333334,2
51,0,26.6,1.6,19,0,10,344.82758620689657,3
58,0,23.8,2.4,19,0,5,416.66666666666663,2
56,0,22.9,1.1,26,0,8,294.11764705882354,3
60,0,21.9,1.7,45,0,7,192.30769230769232,12
62,0,21.1,2.4,70,6,33,91.74311926605506,17
65,0,20.5,2.1,132,3,52,53.475935828877006,48
72,0,19.9,1.9,235,53,86,26.737967914438503,92
