습도,강수량,기온,풍속,한식,글로벌,패스트푸드,총배달건수,ㅎㅎ
36,0,4.2,0.6,3,0,20,434.78260869565213,2
36,0,3.7,0.3,2,0,23,400.0,0
38,0,3.3,0.5,3,0,23,384.6153846153846,0
36,0,3.6,1.1,5,0,31,277.77777777777777,3
43,0,2.5,0.3,9,0,36,222.22222222222223,4
47,0,2.4,0.6,6,1,29,277.77777777777777,0
45,0,3.6,0.9,5,0,34,256.4102564102564,1
42,0,4.9,1.6,3,1,25,344.8275862068965,1
37,0,7.7,1.4,1,1,18,500.0,0
32,0,9.1,0.7,1,0,15,625.0,0
34,0,9.2,0.7,1,2,16,526.3157894736842,0
38,0,8.0,0.7,2,3,25,333.33333333333337,1
39,0,7.6,0.4,1,1,16,555.5555555555555,0
48,0,6.7,1.3,2,1,20,434.78260869565213,1
71,0,5.8,1.2,4,1,25,333.33333333333337,1
73,0,5.2,1.1,1,1,32,294.11764705882354,0
73,0,5.3,1.2,5,3,44,192.3076923076923,2
75,0,4.9,1.0,2,2,35,256.4102564102564,1
77,0,4.1,1.0,3,1,42,217.39130434782606,0
54,0,7.4,0.8,2,0,16,555.5555555555555,1
33,0,10.1,0.7,1,1,13,666.6666666666666,0
54,0,6.7,0.1,1,1,10,833.3333333333335,0
54,0,6.0,1.6,0,2,18,500.0,0
64,0,5.1,1.1,0,1,26,370.3703703703704,0
64,0,5.1,0.0,2,2,28,312.5,1
55,0,8.3,0.4,1,0,10,909.090909090909,0
34,0,12.5,0.9,2,0,10,833.3333333333335,1
41,0,11.7,0.4,1,1,20,454.5454545454545,0
39,0,12.2,1.2,1,2,18,476.1904761904762,0
47,0,10.5,0.8,1,0,24,400.0,0
46,0,10.4,0.6,2,0,30,312.5,1
42,0,10.2,0.6,5,0,56,163.93442622950818,1
36,0,10.1,1.4,1,0,45,217.39130434782612,1
62,0,6.5,1.2,1,1,17,526.3157894736842,1
69,0,5.3,0.7,2,0,12,714.2857142857142,1
71,0,4.6,0.3,4,1,24,344.8275862068965,1
72,0,4.6,0.8,7,3,30,250.0,3
73,0,4.5,0.1,3,2,31,277.77777777777777,0
72,0,5.5,0.1,2,0,26,357.14285714285717,1
50,0,8.4,1.8,2,0,15,588.2352941176471,1
67,0,7.0,1.3,2,0,10,833.3333333333335,1
90,0,5.3,1.5,6,0,26,312.5,2
91,0,5.7,2.0,2,2,24,357.1428571428571,1
87,0,6.3,1.3,1,4,20,400.0,0
71,0,8.2,2.7,1,2,18,476.1904761904762,1
71,0,7.8,1.9,2,0,19,476.19047619047615,1
88,0,6.7,2.5,2,2,25,344.8275862068965,1
91,0,6.6,2.3,3,0,42,222.2222222222222,2
91,0,6.6,2.1,5,1,38,227.27272727272728,2
24,0,6.8,3.2,6,0,21,370.3703703703704,2
28,0,4.6,0.5,4,3,14,476.19047619047615,2
29,0,5.3,1.8,2,1,22,400.0,1
27,0,3.5,0.9,3,0,31,294.1176470588236,1
27,0,3.1,1.2,6,0,37,232.5581395348837,2
27,0,2.7,1.6,4,2,39,222.22222222222223,1
26,0,3.0,0.8,2,2,44,208.33333333333331,0
22,0,3.6,2.3,0,2,23,400.0,0
72,0,6.0,1.4,1,1,29,322.58064516129036,1
70,0,6.0,1.1,2,1,29,312.5,1
70,0,5.7,1.7,1,2,23,384.6153846153846,1
74,0,3.9,1.2,4,2,30,277.77777777777777,2
70,0,4.4,1.2,6,0,32,263.1578947368421,1
72,0,3.6,1.1,8,2,36,217.39130434782606,3
70,0,3.9,0.4,5,2,32,256.4102564102564,2
51,0,6.0,0.5,0,3,6,1111.1111111111109,0
58,0,8.3,1.4,2,0,12,714.2857142857142,0
81,0,6.7,1.0,2,0,8,1000.0,0
85,0,6.2,1.0,4,0,22,384.6153846153846,1
87,0,6.0,1.0,2,0,29,322.58064516129036,0
86,0,6.3,1.6,0,3,47,200.0,0
85,0,7.7,1.6,2,1,21,416.6666666666667,0
64,0,8.6,1.9,2,1,10,769.2307692307693,1
63,0,8.3,1.1,1,1,6,1250.0,0
43,0,6.7,0.8,2,0,16,555.5555555555555,1
46,0,5.9,1.1,6,1,21,357.1428571428571,2
43,0,6.0,0.6,2,1,26,344.8275862068965,0
38,0,6.8,1.1,4,0,27,322.5806451612903,1
34,0,7.6,2.4,2,0,17,526.3157894736842,1
30,0,9.7,2.2,2,0,8,1000.0,2
35,0,8.2,1.1,2,1,10,769.2307692307693,0
32,0,7.9,1.4,2,0,5,1428.5714285714284,1
32,0,7.3,1.0,4,0,13,588.2352941176471,0
42,0,6.2,0.9,6,1,22,344.8275862068965,0
46,0,5.5,0.7,5,1,26,312.5,0
49,0,5.7,1.2,4,3,21,357.1428571428571,2
51,0,5.5,1.4,5,1,28,294.11764705882354,2
52,0,5.9,1.6,0,1,22,434.78260869565224,0
68,0,7.6,1.7,2,1,17,500.0,0
77,0,6.0,0.4,1,1,17,526.3157894736842,0
75,0,5.4,0.5,5,1,14,500.0,1
74,0,5.7,0.3,2,1,27,333.3333333333333,0
71,0,5.9,0.5,1,2,24,370.3703703703703,0
64,0,7.4,1.2,6,2,16,416.66666666666663,2
57,0,8.7,1.4,0,1,13,714.2857142857143,0
61,0,9.4,1.7,1,1,13,666.6666666666666,1
76,0,7.5,1.8,3,1,15,526.3157894736843,0
81,0,6.3,1.7,4,0,15,526.3157894736843,0
84,0,6.1,1.5,2,1,23,384.6153846153846,0
84,0,5.8,1.6,2,1,45,208.33333333333334,0
85,0,5.5,1.2,4,0,42,217.39130434782606,3
78,0,6.6,2.2,1,2,14,588.2352941176471,1
79,0,6.2,1.3,4,1,13,555.5555555555554,2
82,0,5.9,1.1,2,2,12,625.0,1
86,0,5.5,1.1,2,0,18,500.0,0
87,0,5.3,0.9,5,1,17,434.78260869565213,1
89,0,4.9,0.7,4,0,31,285.7142857142858,0
88,0,5.1,0.7,4,1,39,227.2727272727273,0
87,0,4.9,0.7,5,1,34,250.0,1
78,0,6.4,0.7,3,1,43,212.76595744680847,1
72,0,8.0,1.5,2,2,20,416.66666666666674,1
54,0,9.4,2.2,2,1,13,625.0,2
56,0,8.8,2.5,0,2,23,400.0,0
57,0,7.8,1.4,3,5,21,344.8275862068965,1
56,0,7.6,1.8,4,0,16,500.0,0
52,0,6.6,1.6,1,0,14,666.6666666666667,1
54,0,6.2,1.5,1,0,36,270.27027027027026,0
56,0,6.3,2.7,2,2,18,454.5454545454545,1
57,0,6.0,1.7,4,4,30,263.15789473684214,1
60,0,5.4,1.3,8,1,45,185.18518518518522,1
59,0,5.3,1.5,6,1,37,227.27272727272725,2
57,0,6.4,1.8,3,0,34,270.2702702702703,0
61,0,9.9,1.7,2,1,9,833.3333333333333,0
74,0,8.1,0.9,1,3,35,256.4102564102564,0
76,0,7.9,1.2,4,0,33,270.27027027027026,0
70,0,8.4,0.9,0,3,33,277.7777777777777,0
69,0,9.7,1.5,0,1,18,526.3157894736842,0
45,0,10.9,1.2,2,0,15,588.2352941176471,1
52,0,8.4,0.6,1,1,12,714.2857142857142,0
52,0,8.0,0.5,7,0,30,270.27027027027026,0
49,0,7.8,0.9,2,2,32,277.77777777777777,0
53,0,7.3,0.5,2,0,40,238.09523809523805,0
52,0,8.6,0.3,1,1,35,270.27027027027026,0
44,0,10.8,1.7,2,0,11,769.2307692307692,1
36,0,12.9,1.0,1,0,13,714.2857142857143,0
29,0,13.4,0.7,2,1,19,454.5454545454546,1
31,0,13.3,0.3,3,3,26,312.5,1
30,0,13.1,0.9,1,4,28,303.030303030303,1
36,0,11.9,0.2,1,4,38,232.5581395348837,0
44,0,11.4,0.7,2,0,26,357.14285714285717,1
46,0,10.3,0.5,3,0,30,303.030303030303,2
44,0,10.1,0.2,4,1,31,277.77777777777777,1
47,0,9.2,0.0,5,1,35,243.90243902439022,2
54,0,9.7,0.7,5,2,56,158.73015873015873,0
56,0,10.1,1.3,4,0,43,212.76595744680847,2
54,0,11.2,0.9,0,1,35,277.77777777777777,0
48,0,13.4,1.5,1,2,24,370.3703703703703,1
52,0,14.6,1.3,4,1,21,384.61538461538464,0
54,0,14.0,1.7,3,1,34,263.1578947368421,1
89,0,10.4,2.2,0,0,11,909.0909090909092,0
90,0,11.7,1.2,5,3,17,400.0,3
93,0,11.1,1.0,1,1,27,344.8275862068965,1
92,0,11.1,0.8,1,0,21,454.5454545454545,1
92,0,10.7,1.2,1,0,10,909.090909090909,1
88,0,10.0,1.5,2,1,29,312.5,0
83,0,9.8,1.3,1,0,41,238.09523809523807,0
83,0,9.1,0.9,1,2,37,250.0,1
79,0,9.5,2.2,1,0,49,200.0,1
74,0,11.0,1.1,3,1,26,333.3333333333333,0
77,0,11.9,0.8,1,0,16,588.2352941176471,0
79,0,12.0,0.9,3,1,33,270.27027027027026,0
80,0,11.9,0.9,10,1,31,238.09523809523807,3
81,0,12.1,0.9,5,0,40,222.22222222222226,1
81,0,12.1,1.3,0,2,56,172.41379310344826,0
99,1,9.6,1.3,2,3,24,344.8275862068965,1
97,0,9.2,1.4,1,2,29,312.5,0
93,0,9.4,1.1,3,0,26,344.8275862068965,2
88,0,9.4,1.6,3,1,26,333.3333333333333,2
86,0,9.1,0.8,6,0,48,185.18518518518516,2
84,0,9.2,1.1,5,2,50,175.43859649122805,1
80,0,9.3,1.2,4,1,49,185.18518518518516,2
80,0,9.2,0.6,2,0,33,285.71428571428567,0
81,0,9.5,0.9,1,2,40,232.5581395348837,0
60,0,9.0,1.6,1,3,14,555.5555555555557,0
58,0,8.7,1.9,2,1,7,1000.0,0
70,0,7.9,1.2,0,1,8,1111.111111111111,0
78,0,7.4,2.3,1,1,35,270.27027027027026,0
79,0,6.1,0.6,1,0,26,370.3703703703704,0
60,0,7.8,1.5,1,2,26,344.8275862068965,0
47,0,5.8,2.1,0,2,15,588.2352941176471,0
42,0,4.9,2.6,3,0,17,500.0,1
42,0,4.6,2.1,2,0,17,526.3157894736842,1
53,0,5.4,1.6,5,2,10,588.2352941176471,2
65,0,4.3,0.7,2,1,29,312.5,1
64,0,4.5,1.4,3,0,23,384.6153846153846,1
65,0,4.5,1.1,4,2,30,277.77777777777777,2
59,0,5.9,1.5,3,1,25,344.8275862068965,0
50,0,8.0,2.8,2,0,5,1428.5714285714284,1
63,0,6.3,1.1,1,0,10,909.090909090909,0
71,0,6.0,0.7,1,0,14,666.6666666666667,0
71,0,5.9,0.9,4,1,32,270.2702702702702,1
79,0,4.5,1.2,3,0,35,263.15789473684214,0
75,0,4.6,1.2,2,0,21,434.78260869565213,2
63,0,8.8,3.1,1,1,15,588.2352941176471,0
63,0,10.4,2.8,2,1,7,1000.0,1
56,0,10.5,3.1,1,1,13,666.6666666666666,0
52,0,11.0,2.3,1,1,27,344.8275862068965,0
55,0,10.8,2.1,4,0,25,344.8275862068965,0
55,0,11.3,3.1,2,0,30,312.5,0
53,0,12.3,3.3,1,0,29,333.3333333333333,0
50,0,14.0,3.7,3,0,32,285.7142857142857,0
51,0,12.4,1.8,5,2,26,303.03030303030295,2
54,0,11.8,1.6,3,0,23,384.6153846153846,3
57,0,11.1,1.5,4,1,20,400.0,3
58,0,10.7,1.2,3,0,18,476.1904761904762,1
59,0,9.8,0.7,6,0,29,285.7142857142857,3
59,0,9.3,0.8,3,0,33,277.7777777777777,1
60,0,8.9,0.5,1,3,32,277.77777777777777,0
61,0,8.5,0.7,4,2,34,250.0,1
57,0,10.7,0.9,1,0,29,333.3333333333333,1
59,0,10.6,1.3,1,1,24,384.61538461538464,0
67,0,9.7,1.2,2,0,35,270.27027027027026,2
78,0,9.4,1.5,5,4,38,212.7659574468085,1
83,0,9.0,0.9,5,1,53,169.49152542372883,2
85,0,8.7,1.2,3,3,35,243.90243902439022,0
86,0,8.8,0.8,7,1,48,178.57142857142856,1
83,0,9.9,0.9,2,1,43,217.3913043478261,1
54,0,11.9,1.3,1,1,9,909.0909090909092,0
58,0,9.0,1.1,1,2,23,384.6153846153846,0
73,0,12.7,2.3,3,1,16,500.0,2
84,0,10.2,1.0,0,4,7,909.090909090909,0
82,0,10.9,0.9,2,0,19,476.19047619047615,1
81,0,10.8,0.0,2,1,21,416.6666666666667,0
81,0,10.5,0.2,3,1,21,400.0,2
61,0,14.0,1.3,1,3,11,666.6666666666666,1
32,0,14.0,0.6,2,2,6,1000.0,2
36,0,13.2,0.2,1,1,8,1000.0,1
42,0,12.2,0.7,2,1,9,833.3333333333333,0
46,0,12.1,0.7,3,0,11,714.2857142857143,2
61,0,11.4,0.4,4,1,18,434.78260869565213,1
59,0,11.2,0.5,5,0,30,285.71428571428567,2
56,0,13.4,0.3,3,1,18,454.5454545454545,0
52,0,15.6,1.4,3,0,20,434.78260869565213,1
85,0,17.8,2.8,4,3,22,344.8275862068965,3
86,0,17.8,1.1,2,2,15,526.3157894736843,2
88,0,16.9,0.2,3,0,19,454.5454545454546,1
88,0,17.0,0.7,3,1,29,303.030303030303,0
87,0,17.2,0.9,5,0,33,263.1578947368421,1
88,0,17.3,1.2,5,0,39,227.27272727272728,2
86,0,17.8,1.0,1,1,28,333.33333333333337,1
83,0,18.5,2.1,3,1,18,454.5454545454545,1
89,0,19.6,2.3,4,1,14,526.315789473684,3
89,0,19.5,2.0,1,1,12,714.2857142857142,0
89,0,19.2,1.9,1,1,20,454.5454545454545,1
90,0,18.9,1.9,2,4,13,526.3157894736842,2
92,0,18.2,1.5,2,1,21,416.6666666666667,0
91,0,18.6,1.1,2,1,25,357.14285714285717,1
91,0,18.7,1.0,2,2,31,285.7142857142858,2
92,0,18.9,1.2,2,1,32,285.7142857142857,0
88,0,19.8,0.8,1,1,10,833.3333333333335,0
94,0,18.6,1.5,2,0,26,357.14285714285717,1
93,0,18.2,0.8,1,2,34,270.2702702702703,1
92,0,18.7,0.6,2,1,25,357.14285714285717,2
73,0,22.2,0.7,2,1,16,526.3157894736842,2
77,0,21.1,0.1,1,0,14,666.6666666666667,0
74,0,21.4,1.2,1,1,21,434.78260869565213,0
76,0,21.0,1.2,1,4,22,370.3703703703703,1
78,0,20.2,0.8,2,2,31,285.7142857142858,1
79,0,19.6,0.2,2,0,27,344.8275862068965,1
79,0,19.3,0.8,3,0,32,285.7142857142857,2
79,0,19.1,0.6,2,0,42,227.27272727272722,1
80,0,19.6,1.3,1,0,40,243.90243902439025,0
75,0,20.7,1.9,3,0,13,625.0,0
81,0,13.9,1.5,0,1,9,1000.0,0
72,0,15.6,1.0,3,0,18,476.1904761904762,1
77,0,13.6,0.0,4,2,24,333.3333333333333,1
79,0,13.4,1.1,1,0,28,344.8275862068965,0
89,0,12.1,0.0,3,3,38,227.2727272727273,0
88,0,12.0,0.0,4,1,29,294.11764705882354,2
82,0,14.4,1.0,1,3,23,370.3703703703704,1
45,0,19.1,0.1,2,0,11,769.2307692307692,1
49,0,18.2,0.5,1,1,7,1111.1111111111113,0
43,0,17.6,2.0,1,1,10,833.3333333333335,1
48,0,15.5,1.2,3,0,19,454.5454545454546,1
29,0,19.1,0.9,2,1,8,909.0909090909091,1
28,0,18.3,0.8,3,0,12,666.6666666666665,1
25,0,17.3,1.2,2,0,18,500.0,0
24,0,17.3,1.0,1,2,20,434.78260869565213,0
24,0,18.1,0.9,2,0,18,500.0,1
22,0,19.0,0.9,2,1,4,1428.5714285714287,0
72,0,16.7,0.0,1,2,9,833.3333333333333,1
100,2,13.0,1.5,8,2,36,217.39130434782606,3
100,2,13.7,2.0,9,0,39,208.33333333333331,1
100,3,14.2,2.0,2,0,37,256.41025641025635,1
100,1,14.7,1.9,0,0,31,322.5806451612903,0
100,0,13.0,1.9,2,0,18,500.0,1
100,0,12.9,1.1,2,0,22,416.66666666666663,1
100,0,12.9,1.7,1,2,26,344.8275862068965,0
100,0,12.6,1.3,3,1,27,322.5806451612903,0
100,0,12.8,1.0,3,1,24,357.1428571428571,0
100,0,12.7,0.2,7,0,42,204.0816326530612,1
100,0,12.8,1.4,5,1,47,188.67924528301887,1
100,0,12.8,1.5,3,2,50,181.8181818181818,0
100,0,13.0,1.2,1,0,30,322.58064516129036,0
98,0,13.1,1.8,0,2,19,476.19047619047615,0
98,0,13.6,1.4,2,0,15,588.2352941176471,0
95,0,13.9,1.6,0,1,33,294.11764705882354,0
94,0,14.0,1.6,1,0,24,400.0,1
95,0,13.4,2.4,1,2,21,416.6666666666667,1
96,0,13.2,2.9,1,1,33,285.71428571428567,0
96,0,13.2,2.5,2,2,39,232.55813953488376,1
95,0,13.4,1.5,7,1,33,243.90243902439028,3
94,0,13.3,1.6,5,0,33,263.1578947368421,1
93,0,13.2,1.8,3,1,36,250.0,1
89,0,13.6,1.9,5,0,32,270.2702702702702,2
94,0,11.1,2.0,3,1,26,333.3333333333333,2
57,0,15.5,1.5,4,0,11,666.6666666666666,3
58,0,14.5,0.9,1,2,14,588.2352941176471,1
82,0,11.0,1.2,1,1,21,434.78260869565213,1
85,0,11.0,1.1,5,1,29,285.7142857142857,0
77,0,12.5,2.4,3,0,24,370.3703703703703,1
40,0,15.9,1.1,0,1,12,769.2307692307693,0
40,0,14.1,0.7,4,0,25,344.8275862068965,3
43,0,14.3,1.2,1,1,29,322.58064516129036,0
48,0,14.3,0.9,1,0,31,312.5,0
36,0,21.2,1.3,1,0,13,714.2857142857143,0
41,0,20.0,0.5,3,1,22,384.6153846153846,1
45,0,20.5,2.5,0,3,30,303.030303030303,0
77,0,16.7,1.1,1,2,39,238.0952380952381,0
84,1,15.6,2.1,3,0,25,357.14285714285717,0
95,1,15.0,1.0,0,1,17,555.5555555555555,0
98,2,14.1,1.6,1,0,10,909.090909090909,0
99,0,15.1,1.1,1,1,15,588.2352941176471,0
99,0,15.3,2.3,1,0,16,588.2352941176471,1
100,0,15.5,0.5,4,2,42,208.33333333333334,1
100,0,15.4,1.1,1,2,36,256.41025641025647,0
100,0,15.1,1.1,3,0,38,243.90243902439025,1
100,0,15.7,0.6,1,1,9,909.0909090909092,0
92,0,16.3,0.9,2,0,12,714.2857142857142,2
96,0,15.5,0.7,2,0,13,666.6666666666666,1
95,0,15.7,0.9,1,0,22,434.78260869565224,1
95,0,15.8,0.6,2,2,22,384.6153846153846,1
96,0,15.2,1.3,2,0,25,370.3703703703704,1
97,0,15.2,1.2,6,2,25,303.030303030303,2
98,0,14.7,0.8,4,0,29,303.030303030303,1
99,0,14.8,0.4,2,1,26,344.8275862068965,0
94,0,16.0,1.2,3,0,36,256.41025641025647,1
90,0,18.8,0.6,2,1,26,344.8275862068965,2
91,0,18.6,0.5,1,1,17,526.3157894736842,1
92,0,18.7,0.7,3,0,26,344.8275862068965,2
92,0,18.6,0.3,3,1,31,285.7142857142858,0
93,0,18.2,0.8,6,1,38,222.22222222222223,2
90,0,19.1,0.8,4,1,39,227.2727272727273,1
91,0,19.3,1.0,2,0,43,222.22222222222223,0
67,0,10.6,1.6,1,1,19,476.19047619047615,0
68,0,10.7,1.4,4,2,24,333.3333333333333,1
66,0,15.2,1.0,0,1,7,1250.0,0
72,0,13.1,0.8,2,2,8,833.3333333333331,1
76,0,12.7,1.1,2,1,7,1000.0,0
76,0,12.6,1.3,4,0,19,434.78260869565213,0
74,0,12.1,1.1,4,1,18,434.78260869565213,2
73,0,12.5,0.9,4,1,20,400.0,0
61,0,16.1,1.2,1,2,12,666.6666666666666,0
60,0,19.0,0.8,1,2,8,909.0909090909091,1
77,0,15.2,0.4,1,1,11,769.2307692307692,0
82,0,15.2,0.5,5,0,25,333.33333333333337,0
76,0,16.1,0.4,2,0,24,384.61538461538464,2
77,0,16.9,0.5,1,0,27,357.1428571428571,1
73,0,20.0,0.3,2,1,6,1111.111111111111,1
76,0,19.0,0.6,2,0,8,1000.0,1
80,0,17.7,0.4,2,1,7,1000.0,0
81,0,17.6,0.3,1,1,12,714.2857142857142,1
82,0,17.3,0.2,5,2,33,250.0,0
78,0,18.4,1.1,3,0,35,263.15789473684214,1
71,0,19.9,1.1,1,0,14,666.6666666666667,1
85,0,18.8,2.7,1,1,29,322.58064516129036,0
85,0,18.7,2.0,8,2,33,232.55813953488374,1
81,0,19.2,2.9,5,1,40,217.39130434782606,2
98,8,17.0,2.5,5,0,35,250.0,0
93,0,14.5,1.0,1,1,17,526.3157894736842,1
93,0,14.2,1.7,1,2,17,500.0,0
93,0,14.0,1.7,0,1,17,555.5555555555555,0
94,0,13.7,1.2,2,1,25,357.14285714285717,1
96,0,13.7,0.6,1,0,26,370.3703703703704,0
96,0,13.9,0.8,3,1,25,344.8275862068965,3
96,0,13.8,0.7,3,2,38,232.5581395348837,1
96,0,13.8,1.1,4,0,42,217.39130434782606,1
95,0,14.1,0.9,1,0,25,384.61538461538464,1
94,0,14.4,0.9,0,3,30,303.030303030303,0
94,0,13.3,0.2,1,0,6,1428.5714285714284,1
95,0,13.5,0.8,3,2,22,370.3703703703703,1
94,0,12.7,0.5,3,0,14,588.2352941176471,0
94,0,12.7,0.6,3,0,18,476.1904761904762,0
94,0,13.1,0.8,2,1,24,370.3703703703703,0
88,0,14.6,1.1,2,0,7,1111.1111111111113,0
88,0,14.6,0.8,1,1,7,1111.1111111111113,0
87,0,14.6,1.3,3,1,14,555.5555555555557,0
85,0,14.6,1.1,3,0,21,416.6666666666667,1
87,0,14.7,1.5,4,0,22,384.6153846153846,1
78,0,16.0,0.7,3,1,14,555.5555555555557,0
94,0,14.6,0.9,2,0,16,555.5555555555555,1
92,0,14.9,0.6,0,1,28,344.8275862068965,0
87,0,16.3,1.6,0,0,22,454.54545454545456,0
85,0,17.0,2.4,2,0,8,1000.0,0
66,0,21.1,1.2,2,0,9,909.0909090909092,0
84,0,18.0,0.8,6,0,36,238.0952380952381,0
78,0,19.8,1.1,1,0,33,294.11764705882354,0
59,0,21.6,1.7,2,0,12,714.2857142857142,2
59,0,20.6,1.6,1,1,14,625.0,0
59,0,19.9,0.9,2,1,20,434.78260869565213,0
60,0,19.7,0.9,3,0,16,526.3157894736842,1
65,0,19.3,1.0,2,0,17,526.3157894736842,0
63,0,19.3,0.8,5,0,26,322.58064516129036,0
68,0,18.6,0.7,8,0,40,208.33333333333337,2
68,0,18.8,0.3,3,0,29,312.5,1
68,0,21.8,0.5,1,0,17,555.5555555555555,1
71,0,19.9,2.3,2,0,9,909.0909090909092,1
86,0,18.4,1.4,0,2,15,588.2352941176471,0
97,0,17.2,1.1,3,0,32,285.7142857142857,1
98,0,17.7,1.7,4,0,19,434.78260869565213,1
94,0,17.3,2.4,3,0,19,454.5454545454546,2
96,0,16.8,2.0,1,2,41,227.27272727272728,0
95,0,17.0,1.7,3,0,39,238.0952380952381,1
95,0,17.2,2.1,2,0,50,192.30769230769232,1
92,0,17.0,1.2,4,0,41,222.22222222222226,0
75,0,15.7,0.9,2,0,28,333.33333333333337,1
95,0,18.1,1.3,2,1,8,909.0909090909091,1
96,0,18.0,1.3,4,0,14,555.5555555555557,1
97,0,17.8,0.5,3,1,21,400.0,0
97,0,17.8,0.5,3,1,20,416.66666666666674,0
97,0,20.3,1.9,4,1,15,500.0,1
96,0,20.1,1.8,3,1,18,454.5454545454545,1
95,0,20.2,2.3,3,0,16,526.3157894736842,0
96,0,18.3,0.9,4,0,19,434.78260869565213,2
96,0,18.6,0.9,4,1,23,357.1428571428571,0
94,0,18.9,0.5,6,0,20,384.61538461538464,2
82,0,20.0,0.9,1,1,17,526.3157894736842,0
86,0,19.3,0.2,6,0,36,238.0952380952381,2
85,0,19.9,0.2,4,1,32,270.2702702702702,2
69,0,24.9,1.8,1,0,6,1428.5714285714284,1
73,0,23.4,2.0,3,1,14,555.5555555555557,2
80,0,20.4,2.3,1,0,22,434.78260869565224,0
83,0,19.3,0.8,6,0,29,285.7142857142857,2
87,0,18.9,1.4,5,2,33,250.0,3
85,0,18.8,1.2,5,1,30,277.77777777777777,1
86,0,18.8,1.4,3,2,33,263.1578947368421,1
87,0,19.0,1.5,2,0,27,344.8275862068965,0
82,0,21.7,1.2,1,0,13,714.2857142857143,0
91,0,19.5,1.3,3,0,15,555.5555555555555,2
94,0,19.4,0.5,4,0,25,344.8275862068965,3
94,0,19.7,0.7,2,0,28,333.33333333333337,1
93,0,20.1,0.4,8,0,31,256.41025641025635,2
92,0,20.4,0.6,4,0,35,256.4102564102564,1
90,0,20.8,0.8,3,1,25,344.8275862068965,1
87,0,21.5,0.4,3,0,31,294.1176470588236,1
71,0,22.3,0.5,1,1,11,769.2307692307692,0
73,0,22.0,1.0,4,0,22,384.6153846153846,1
73,0,22.0,0.9,2,1,18,476.1904761904762,0
46,0,25.9,0.1,3,0,5,1250.0,2
64,0,22.6,0.1,2,1,15,555.5555555555555,0
59,0,24.2,0.1,3,0,25,357.14285714285717,0
98,3,22.0,0.2,4,0,14,555.5555555555557,1
98,1,22.0,0.9,2,0,9,909.0909090909092,1
96,0,22.4,1.8,2,0,13,666.6666666666666,0
96,0,22.4,0.9,6,0,21,370.3703703703704,0
97,0,22.2,0.6,7,1,21,344.8275862068965,2
94,0,22.6,0.6,7,1,35,232.5581395348837,2
94,0,22.6,0.6,2,1,30,303.030303030303,0
86,0,23.7,1.5,2,0,16,555.5555555555555,1
80,0,23.6,1.3,1,1,20,454.5454545454545,1
82,0,23.5,0.9,1,0,11,833.3333333333333,0
88,0,21.9,1.1,3,2,20,400.0,0
91,0,21.1,0.9,2,1,31,294.1176470588236,0
77,0,22.4,0.2,2,0,22,416.66666666666663,0
82,0,22.6,0.3,1,0,10,909.090909090909,0
77,0,21.8,0.2,6,0,28,294.11764705882354,1
76,0,22.1,0.8,6,0,36,238.0952380952381,1
80,0,21.8,0.0,3,0,30,303.030303030303,1
76,0,23.1,0.4,2,0,44,217.39130434782612,0
67,0,25.4,1.0,3,0,23,384.6153846153846,0
62,0,26.1,0.6,3,0,20,434.78260869565213,2
66,0,25.6,2.5,2,0,26,357.14285714285717,1
79,0,23.7,1.1,2,0,27,344.8275862068965,1
99,0,21.6,0.7,4,0,30,294.11764705882354,2
100,0,21.9,1.1,2,1,28,322.5806451612903,0
97,0,22.6,1.1,5,1,35,243.90243902439022,0
92,0,22.7,1.0,4,1,48,188.67924528301887,0
91,0,23.2,1.3,3,1,31,285.7142857142858,2
84,0,20.8,2.1,4,1,26,322.58064516129036,2
87,0,19.9,2.4,10,1,25,277.77777777777777,4
90,0,19.4,1.4,4,0,28,312.5,0
90,0,19.0,1.4,1,1,39,243.90243902439025,0
87,0,19.5,1.6,4,1,27,312.5,1
91,0,18.7,2.4,8,1,29,263.15789473684214,2
91,0,18.4,2.0,4,1,35,250.0,1
92,0,18.3,1.2,11,0,38,204.08163265306123,1
90,0,19.0,1.2,2,0,39,243.90243902439025,0
84,0,19.9,1.2,4,0,32,277.77777777777777,1
74,0,21.2,1.5,1,2,16,526.3157894736842,0
84,0,20.1,1.9,1,0,12,769.2307692307693,0
81,0,21.0,0.4,1,0,22,434.78260869565224,0
65,0,23.8,1.4,1,1,14,625.0,0
79,0,20.4,0.4,2,1,12,666.6666666666666,0
81,0,19.7,0.9,1,1,25,370.3703703703704,0
80,0,21.1,0.6,1,1,20,454.5454545454545,0
67,0,21.7,1.5,3,0,13,625.0,2
84,0,20.5,1.2,4,1,13,555.5555555555554,0
84,0,20.6,0.7,2,0,19,476.19047619047615,1
83,0,20.8,0.8,2,0,17,526.3157894736842,1
70,0,22.7,1.0,3,0,15,555.5555555555555,0
70,0,22.5,1.2,4,1,21,384.61538461538464,2
73,0,22.9,1.3,3,0,14,588.2352941176471,1
77,0,21.8,1.0,1,1,14,625.0,0
83,0,20.9,0.9,7,0,29,277.7777777777778,0
84,0,20.7,1.1,6,0,43,204.0816326530612,1
86,0,20.8,1.0,5,0,43,208.33333333333337,0
79,0,22.2,0.6,4,0,31,285.7142857142858,1
62,0,24.4,1.1,1,1,21,434.78260869565213,1
70,0,23.1,1.8,3,0,24,370.3703703703703,2
