습도,강수량,기온,풍속,한식,글로벌,패스트푸드
-1.0,22.0,3.9857142857142853,1.5714285714285714,77,14,162
-1.0,0.0,-1.2357142857142858,1.0714285714285716,48,19,91
-1.0,0.0,-4.55,0.6357142857142858,72,19,131
-1.0,0.0,-3.7285714285714286,0.2571428571428572,55,19,173
-1.0,0.0,-2.742857142857143,0.6142857142857144,80,27,154
-1.0,0.0,-4.821428571428571,0.46428571428571425,75,27,205
-1.0,0.0,-7.246153846153846,0.4538461538461538,52,8,123
-1.0,0.0,-7.261538461538461,0.42307692307692313,55,16,87
-1.0,0.0,-6.428571428571429,0.35000000000000003,59,21,105
-1.0,0.0,-5.484615384615386,0.6307692307692307,37,20,100
-1.0,0.0,-4.7615384615384615,0.39230769230769236,49,21,175
-1.0,0.0,-1.876923076923077,0.3692307692307693,73,36,150
-1.0,0.0,-1.8285714285714285,0.6071428571428571,89,28,171
-1.0,0.0,-5.676923076923076,0.6692307692307692,57,11,109
-1.0,0.0,-1.6000000000000003,0.5142857142857143,57,20,111
-1.0,0.0,0.05714285714285711,0.5857142857142856,42,19,140
-1.0,0.0,-1.6307692307692307,0.5538461538461538,58,33,132
-1.0,0.0,-1.5461538461538464,0.4,56,33,49
-1.0,0.0,5.616666666666666,2.4916666666666663,52,35,141
-1.0,0.0,4.9692307692307685,1.0538461538461539,55,23,176
-1.0,0.0,1.9285714285714288,0.7714285714285715,49,16,130
-1.0,0.0,0.39230769230769236,0.5846153846153845,49,8,114
71.0,0.0,0.7357142857142855,0.37857142857142856,61,13,139
84.64285714285714,0.0,-1.4357142857142857,0.29285714285714287,52,23,162
64.21428571428571,0.0,-2.25,0.4357142857142858,78,29,188
60.857142857142854,0.0,-0.40714285714285714,1.3142857142857145,92,32,147
56.76923076923077,0.0,-6.015384615384615,0.6,52,14,115
51.0,0.0,-8.038461538461538,2.069230769230769,51,24,140
52.69230769230769,0.0,-12.2,0.5923076923076924,70,19,152
62.0,0.0,-7.350000000000001,0.42857142857142855,70,21,146
73.84615384615384,0.0,-1.1230769230769229,0.8307692307692307,60,33,141
64.35714285714286,0.0,-4.835714285714286,0.7785714285714285,75,31,212
80.57142857142857,0.0,-1.2214285714285715,0.4714285714285714,99,35,139
77.38461538461539,0.0,-1.4384615384615385,0.34615384615384615,29,14,104
60.61538461538461,0.0,4.661538461538462,0.22307692307692312,70,17,131
97.5,0.5,4.878571428571428,0.5285714285714286,72,30,108
89.46153846153847,0.0,4.030769230769231,0.3692307692307692,58,25,105
93.76923076923077,0.0,3.7538461538461543,0.3538461538461538,60,28,114
93.46153846153847,12.0,2.069230769230769,1.6230769230769229,87,35,123
72.23076923076923,1.0,-5.146153846153846,1.9153846153846155,116,29,139
53.81818181818182,0.0,-7.381818181818182,1.1636363636363634,51,13,117
76.23076923076923,0.0,-5.56923076923077,0.11538461538461539,49,19,83
86.3076923076923,0.0,-1.3461538461538463,0.34615384615384615,56,23,69
92.57142857142857,0.0,0.2357142857142857,0.38571428571428573,81,19,93
88.14285714285714,8.0,4.499999999999999,1.2785714285714287,70,42,162
56.30769230769231,0.0,-1.8076923076923077,0.6615384615384615,102,36,190
70.84615384615384,0.0,1.6769230769230767,0.9615384615384616,121,36,133
87.23076923076923,11.0,5.1692307692307695,0.6000000000000001,63,17,51
74.23076923076923,0.0,2.0923076923076924,0.6461538461538461,77,24,85
76.3076923076923,0.0,1.2846153846153845,0.8384615384615385,68,22,102
76.85714285714286,0.0,2.3785714285714286,0.3642857142857143,88,23,99
96.0,0.5,3.2384615384615385,0.5307692307692308,97,22,157
94.21428571428571,0.0,2.1214285714285714,0.43571428571428567,100,30,126
76.46153846153847,0.0,1.7538461538461536,1.4769230769230768,148,27,128
78.3076923076923,0.0,-0.9230769230769229,0.48461538461538467,86,7,95
72.46153846153847,0.0,3.0461538461538464,1.1615384615384616,84,16,84
59.142857142857146,0.0,-0.9500000000000001,1.7,83,15,66
75.64285714285714,0.0,-2.521428571428572,0.557142857142857,85,18,95
67.76923076923077,0.0,-0.26153846153846155,0.43076923076923074,86,19,122
77.0,0.0,1.6142857142857143,0.4428571428571428,100,19,108
72.35714285714286,0.0,3.7,0.5357142857142857,113,17,124
71.84615384615384,5.0,7.446153846153846,0.9307692307692309,79,6,63
48.23076923076923,0.0,2.0615384615384618,2.6538461538461537,101,23,58
