,Whisky,Age,Alc%,Volume,Votes,Avg. Rating,User Rating,user,price,Price
311948,Jack Daniel's Old No. 7,-,40.0,700 ml,62,62.98,64,mikser,0,$10.99
312207,Wild Turkey Rare Breed Barrel Proof,-,54.1,700 ml,113,84.61,84,hubertchen,0,$62.99
312221,Maker's 46 Red Wax,-,47.0,750 ml,244,82.51,83,hubertchen,0,$10.99
312271,Jim Beam Signature Craft Small Batch Bourbon,12,43.0,700 ml,57,78.25,81,hubertchen,0,$10.99
312299,Jack Daniel's Silver Select,-,50.0,700 ml,28,82.19,77,hubertchen,0,$10.99
312300,Jack Daniel's Gentleman Jack,-,40.0,700 ml,341,72.37,76,hubertchen,0,$10.99
312301,Maker's Mark Red Wax,-,45.0,700 ml,662,77.47,76,hubertchen,0,$10.99
312310,Jim Beam Rye Kentucky Straight Rye Whiskey,-,40.0,700 ml,32,71.62,72,hubertchen,0,$10.99
312311,Jack Daniel's Old No. 7,-,40.0,375 ml,6,69.75,71,hubertchen,0,$10.99
312316,Jim Beam Rye Kentucky Straight Rye Whiskey,-,40.0,700 ml,31,69.83,67,hubertchen,0,$10.99
312318,Jack Daniel's Old No. 7,-,40.0,700 ml,784,65.69,61,hubertchen,0,$10.99
312659,Maker's Mark Cask Strength,-,55.75,700 ml,55,85.42,87,lillatutt,0,$10.99
313604,Maker's Mark Red Wax,-,42.0,750 ml,28,75.31,75,johnmarrinan,0,$10.99
314268,Booker's 06-year-old 130.4 Proof,6,65.2,750 ml,7,87.0,87,karpaff,0,$10.99
314678,Wild Turkey Master's Keep - Revival,-,50.5,750 ml,24,85.82,85,karpaff,0,$10.99
314679,Wild Turkey Master’s Keep - Decades,10,52.0,750 ml,41,86.28,85,karpaff,0,$10.99
314731,Maker's Mark Cask Strength,-,55.45,700 ml,18,85.92,85,karpaff,0,$10.99
314939,Jack Daniel's Old No. 7,-,40.0,700 ml,784,65.69,75,karpaff,0,$10.99
315006,Jim Beam The Original Emmett Kelly Decanter 100 Months Old,-,43.0,757 ml,4,87.25,89,erikz,0,$10.99
315281,Wild Turkey 101 Kentucky Straight Bourbon Whiskey,-,50.5,700 ml,19,82.13,83,erikz,0,$3.78
315404,Booker's 07 + 2 months + 5 days 127.4 Proof,7,63.7,700 ml,192,85.18,70,erikz,0,$10.99
316253,Jim Beam Devil's Cut 90 Proof,-,45.0,700 ml,71,75.43,79,stoigniew,0,$10.99
316265,Wild Turkey 81 proof,-,40.5,750 ml,113,75.8,74,stoigniew,0,$10.99
316299,Jack Daniel's Single Barrel Barrel Strength,-,64.5,700 ml,2,88.5,90,chrisscross,0,$10.99
316395,Wild Turkey 101 Proof,-,50.5,700 ml,223,80.94,87,chrisscross,0,$10.99
316457,Maker's Mark 101 Kentucky Straight Bourbon Whisky,-,50.5,1000 ml,17,83.79,85,chrisscross,0,$10.99
316498,Jack Daniel's Single Barrel Select,-,45.0,700 ml,2,84.0,84,chrisscross,0,$10.99
316540,Jack Daniel's Single Barrel Select,-,45.0,700 ml,36,76.38,82,chrisscross,0,$10.99
316542,Jack Daniel's Single Barrel Select,-,45.0,700 ml,6,77.5,82,chrisscross,0,$10.99
316548,Wild Turkey Rare Breed Barrel Proof,-,58.4,700 ml,94,84.58,81,chrisscross,0,$62.99
316551,Maker's Mark Red Wax,-,45.0,700 ml,662,77.47,80,chrisscross,0,$10.99
316562,Jack Daniel's Gentleman Jack,-,40.0,700 ml,341,72.37,79,chrisscross,0,$10.99
316567,Jack Daniel's Old No. 7,-,40.0,700 ml,784,65.69,75,chrisscross,0,$10.99
318108,Jack Daniel's Single Barrel,-,45.0,700 ml,1,76.0,76,jbsaxon,0,$10.99
318309,Booker's 07 + 2 months + 5 days 127.4 Proof,7,63.7,700 ml,192,85.18,89,robain,0,$10.99
318328,Glenrothes Whisky Maker's Cut The Soleo Collection,-,48.8,700 ml,231,84.71,88,robain,0,$10.99
318794,Maker's Mark Red Wax,-,45.0,700 ml,662,77.47,81,robain,0,$10.99
318834,Jack Daniel's Old No. 7,-,40.0,700 ml,784,65.69,79,robain,0,$10.99
318893,Jack Daniel's Old No. 7,-,40.0,350 ml,6,59.5,69,robain,0,$10.99
318906,Jim Beam White Label,-,40.0,350 ml,3,61.33,65,robain,0,$10.99
318909,Jim Beam White Label,4,40.0,750 ml,310,61.97,63,robain,0,$10.99
319902,Booker's 07 + 1 month 128.9 Proof,7,64.45,750 ml,7,82.33,89,owarsharif,0,$10.99
320039,Wild Turkey Rare Breed Barrel Proof,-,56.4,700 ml,109,83.7,86,jackh1988,0,$62.99
